"source_id","display_name","works_count","cited_by_count","law_and_de","source_type"
S4210185573,PrimaryCare,4958,546,69,journal
S4210185613,ästhetische dermatologie & kosmetologie,2213,75,114,journal
S4210185686,Bioethica Forum,625,388,11,journal
S4210185717,Literaturtheorie,114,0,4,book series
S4210185753,Estudos Kantianos [EK],353,284,1,journal
S4210185758,Zeitschrift für Unternehmensgeschichte,2000,1817,44,journal
S4210185787,Weiterbildung und Forschung der SRH Fernhochschule - the mobile university,58,7,1,book series
S4210185813,Zeitschrift für Außen- und Sicherheitspolitik,930,1045,27,journal
S4210185834,Demokratie und Geschichte,404,22,7,journal
S4210185836,Journal für Strafrecht,2850,34,1419,journal
S4210185848,DVP Projektmanagement,56,21,2,book series
S4210185872,PDP – Psychodynamische Psychotherapie,212,74,1,journal
S4210185880,Boom strafblad,213,14,3,journal
S4210185887,Die fehlenden Unternehmer,138,37,8,book series
S4210186009,Archiv für Religionsgeschichte,420,1420,2,journal
S4210186079,Journal of Constitutional Justice,84,10,15,journal
S4210186096,Elemente der Politik,104,93,7,book series
S4210186123,Schriften zum internationalen Recht,76,163,43,ebook platform
S4210186137,Časopis pro právní vědu a praxi,2283,253,7,journal
S4210186150,Journal Club AINS,1571,66,3,journal
S4210186176,Bibliotheca oto-rhino-laryngologica,109,255,3,book series
S4210186192,Zeitschrift für kritik - recht - gesellschaft,798,93,264,journal
S4210186307,Zagreber Germanistische Beiträge,312,66,4,journal
S4210186340,Schriftenreihe Natur und Recht,118,41,23,book series
S4210186345,Sociologie,440,560,2,journal
S4210186363,Manajemen Bisnis,248,454,1,journal
S4210186373,Familie und Recht,556,42,120,journal
S4210186389,rheuma plus,837,88,5,journal
S4210186392,Munich studies on innovation and competition,214,153,9,book series
S4210186407,Religionspädagogische Beiträge,237,50,3,journal
S4210186449,Soziologiemagazin,196,168,1,journal
S4210186477,Archivalische Zeitschrift,2011,660,7,journal
S4210186500,Perspektiven der Hochschuldidaktik,75,28,1,book series
S4210186523,Jurnal Ilmu-Ilmu Agribisnis,418,468,6,journal
S4210186547,"Anthropologie, Technikphilosophie, Gesellschaft",53,103,1,book series
S4210186591,Law and World,241,37,2,journal
S4210186643,"Edition Moderne, Postmoderne",3110,583,70,book series
S4210186656,Konsumsoziologie und Massenkultur,67,113,1,book series
S4210186704,Forschungsjournal Soziale Bewegungen,2275,4549,54,journal
S4210186714,Marketing,503,577,2,journal
S4210186836,Roczniki Nauk Społecznych,666,520,1,journal
S4210186902,Islam in der Gesellschaft,92,5,1,book series
S4210186908,Soziale Systeme,598,2626,20,journal
S4210186944,Internationale Standardlehrbücher der Wirtschafts- und Sozialwissenschaften,6,1,1,journal
S4210186998,Roczniki Humanistyczne,2684,661,1,journal
S4210187037,Forschung,887,248,19,journal
S4210187048,Medialex,202,5,103,journal
S4210187052,Canadian Historical Review,14085,12348,1,journal
S4210187057,Kind & Adolescent Praktijk,1147,432,1,journal
S4210187076,Interdisziplinäre Anthropologie,182,142,1,book series
S4210187114,Estudio Agustiniano,214,31,1,journal
S4210187187,Fette Seifen Anstrichmittel,13999,41402,17,journal
S4210187230,Reihe Pädagogik,215,47,1,book series
S4210187245,Prävention und Gesundheitsförderung,1222,4066,2,journal
S4210187269,JurPC,6454,920,909,journal
S4210187300,Miscellanea Anthropologica et Sociologica,613,166,1,journal
S4210187328,Prilozi za istraživanje hrvatske filozofske baštine,556,47,1,journal
S4210187368,KOREAN CRIMINOLOGICAL REVIEW,1753,28,56,journal
S4210187382,Revue internationale de droit comparé,3294,2354,16,journal
S4210187406,Zeitschrift für Energiewirtschaft,471,2109,7,journal
S4210187426,Journal of Public Health,2922,23707,12,journal
S4210187462,Japanstudien,295,480,1,journal
S4210187469,Sermo,260,228,1,book series
S4210187473,ATZelektronik,1947,783,140,journal
S4210187516,Verwaltung & Management,1267,1214,193,journal
S4210187520,Ewha Law Journal,269,17,4,journal
S4210187654,Le Débat,4830,8370,1,journal
S4210187700,Grundkurs Mathematik,48,22,1,book series
S4210187718,"Schriften zu Wirtschaftsprüfung, Steuerlehre und Controlling",8,0,3,book series
S4210187745,Archiv für Elektrotechnik,3790,15746,14,journal
S4210187746,Ius Canonicum,4220,592,37,journal
S4210187747,Revue d’Allemagne et des pays de langue allemande,2100,161,9,journal
S4210187751,Bochumer Beiträge zur Unternehmungsführung und Unternehmensforschung,331,815,30,book series
S4210187767,Babel Revue internationale de la traduction / International Journal of Translation / Revista Internacional de Traducción,4205,6157,21,journal
S4210187776,Journal für Rechtspolitik,795,251,397,journal
S4210187783,Forschungsberichte - Iwb,738,542,11,book series
S4210187831,Algebra,107,142,1,journal
S4210187835,Baltistica,2263,781,3,journal
S4210187846,Építés - Építészettudomány,464,212,1,journal
S4210187847,Shigaku,270,59,1,journal
S4210187858,Heidelberger Jahrbücher,656,699,20,book series
S4210188000,Bayerisches Jahrbuch,24,3,6,book series
S4210188033,Praktische Theologie,3419,1109,103,journal
S4210188043,Tijdschrift voor Omgevingsrecht,369,68,1,journal
S4210188091,Journal of Ornithology,2459,38762,2,journal
S4210188111,Kwartalnik Historii Kultury Materialnej,1708,1018,1,journal
S4210188136,gwf Wasser | Abwasser,74,35,1,journal
S4210188187,IBE-Reihe,98,271,1,book series
S4210188223,Zeitschrift für Religion Gesellschaft und Politik,173,721,3,journal
S4210188224,Bildung und Sport,297,191,1,book series
S4210188262,"HLH. Heizung, Lüftung/Klima, Haustechnik",678,44,61,journal
S4210188296,Österreichische Zeitschrift für Soziologie,931,3746,10,journal
S4210188297,Areté,715,441,1,journal
S4210188353,Acta Histochemica,4392,47381,3,journal
S4210188446,Global Environment,389,1223,1,journal
S4210188587,Klassiker der Sozialwissenschaften,220,399,7,book series
S4210188608,Prawo,399,132,10,journal
S4210188700,Štát a právo,99,22,1,journal
S4210188703,Springer-Praxiskommentare,89,34,54,book series
S4210188761,Beleid en Maatschappij,1008,402,4,journal
S4210188839,Halbleiter-Elektronik,384,787,1,book series
S4210188842,Revue des études byzantines,6225,11461,8,journal
S4210188978,成大法學,51,0,1,journal
S4210189108,Baurechtliche Blätter,3854,57,1276,journal
S4210189117,Bauregelliste A Bauregelliste B und Liste C,217,56,2,journal
S4210189133,Renten auf einen Blick ...,152,18,3,book series
S4210189142,Spezielle pathologische Anatomie,571,1880,2,book series
S4210189148,Zeitschrift für Elektrochemie Berichte der Bunsengesellschaft für physikalische Chemie,2858,1549,1,journal
S4210189149,Revue Juridique de l Environnement,3132,1330,3,journal
S4210189151,법학연구,110,17,7,journal
S4210189173,Journal of ancient Judaism,529,690,1,journal
S4210189188,Feministische Theorie und Politik,22,33,1,book series
S4210189189,Zentralblatt für Bakteriologie,1746,14743,1,journal
S4210189259,Jahresberichte und Mitteilungen des Oberrheinischen Geologischen Vereins,1618,1636,35,journal
S4210189400,"Juridicum - Schriften zum Medien-, Informations- und Datenrecht",115,19,60,book series
S4210189412,Schriften zum Bank- und Börsenwesen,4,7,2,ebook platform
S4210189433,Revista Direito em Debate,528,132,1,journal
S4210189457,MarkenR,339,26,63,journal
S4210189526,Journal of North-east Asian Cultures,1453,250,2,journal
S4210189553,Revista de Administración Pública,4199,2842,18,journal
S4210189570,VDI nachrichten,7934,152,228,journal
S4210189571,ISW,442,142,8,book series
S4210189574,Advances in neurosurgery,1376,3776,1,book series
S4210189603,Hikma,203,87,1,journal
S4210189625,Studia nad Autorytaryzmem i Totalitaryzmem,474,154,1,journal
S4210189732,itw im dialog,96,26,1,journal
S4210189738,Zeitschrift für Wirtschaftspolitik,1843,1488,76,journal
S4210189761,wt Werkstattstechnik online,4200,3966,29,journal
S4210189793,Maastricht Journal of European and Comparative Law,1118,6077,3,journal
S4210189821,Ankara Üniversitesi SBF Dergisi,3199,5241,3,journal
S4210189832,TSANTSA – Journal of the Swiss Anthropological Association,213,222,2,journal
S4210189833,Chirurgische Gastroenterologie,794,581,4,journal
S4210189916,EnergieRecht,755,37,267,journal
S4210189929,Betriebs- und Wirtschaftsinformatik,772,1229,58,book series
S4210189951,OECD in figures,177,190,10,journal
S4210190011,Schweizerische Zeitschrift für Philosophie,406,116,25,journal
S4210190046,Koreanische Zeitschrift für Germanistik,817,34,10,journal
S4210190048,Computer und Recht,3908,1150,1985,journal
S4210190072,ATZoffhighway,332,116,3,journal
S4210190075,Studies in Soviet Thought,1176,1882,4,journal
S4210190101,Handbuch der mikroskopischen Anatomie des Menschen,394,2794,1,book series
S4210190179,Klinische Anästhesiologie und Intensvtherapie,985,1181,1,book series
S4210190285,Contributions to phenomenology,2008,6069,1,book series
S4210190319,Kunst und Gesellschaft,68,52,1,book series
S4210190383,Info Onkologie,2882,152,14,journal
S4210190426,Caribisch Juristenblad,590,22,2,journal
S4210190441,ZOR. Zeitschrift für Operations-Research,1615,10928,6,journal
S4210190496,Swiss Archives of Neurology Psychiatry and Psychotherapy,689,292,1,journal
S4210190570,Psychologische Praxis,10,25,1,book series
S4210190742,ATZproduktion,312,159,5,journal
S4210190775,Deutsches und Europäisches Familienrecht,49,27,16,journal
S4210190806,Berichte der Deutschen Botanischen Gesellschaft,9218,34788,433,journal
S4210190855,Österreichische Zeitschrift für Kartellrecht,502,5,337,journal
S4210190915,Bildung und Erziehung,4069,2341,5,journal
S4210190925,editio - International Yearbooks for Scholarly Editing / Internationales Jahrbuch für Editionswissenschaft,762,298,7,journal
S4210190961,Historische Forschungen,43,106,2,ebook platform
S4210190965,Philosophica International Journal for the History of Philosophy,922,302,1,journal
S4210190978,Early Christianity,485,1170,1,journal
S4210190992,Theologische Rundschau,485,326,24,journal
S4210191019,Markt,299,23,7,journal
S4210191062,Austrian Studies,945,333,1,journal
S4210191099,Sogang Journal of Law and Business,245,10,1,journal
S4210191224,Bildung und Gesellschaft,87,339,1,book series
S4210191250,Geologische Rundschau,4995,61460,56,journal
S4210191313,Ökonomische Analyse des Rechts,26,5,6,book series
S4210191317,Fund og Forskning i Det Kongelige Biblioteks Samlinger,740,262,1,journal
S4210191321,Zeitschrift für Sozialforschung,1453,20233,24,journal
S4210191334,Zeitschrift für die gesamte Strafrechtswissenschaft,4856,3748,1526,journal
S4210191335,PRZEMYSŁ FERMENTACYJNY I OWOCOWO-WARZYWNY,2930,593,1,journal
S4210191338,Medical Electronics & Biological Engineering,227,1595,1,journal
S4210191384,Keramische Zeitschrift,615,122,3,journal
S4210191394,Sovietica,594,952,3,book series
S4210191437,Studienbücher Wirtschaftsmathematik,136,87,1,book series
S4210191460,Aktuelle Kardiologie,1820,175,23,journal
S4210196118,Management-Forum,157,545,3,book series
S4210191461,"Schriften zum deutschen und internationalen Bau-, Umwelt- und Energierecht",1,1,1,journal
S4210191482,Schriften zum Umweltrecht,48,54,25,ebook platform
S4210191550,Studia historica Brunensia,209,31,1,journal
S4210191590,Us Wurk,128,12,1,journal
S4210191624,Revista Española de Derecho Internacional,2973,1647,5,journal
S4210191649,Zentralblatt für Arbeitsmedizin Arbeitsschutz und Ergonomie,1067,1871,6,journal
S4210191657,Swiss Medical Informatics,534,259,12,journal
S4210191700,Reine und angewandte Metallkunde in Einzeldarstellungen,374,3549,1,book series
S4210191702,Reihe Psychologie,32,2,1,book series
S4210191704,Zeitschrift für Pflanzenernährung Düngung Bodenkunde,5008,18909,2,journal
S4210191705,Schriften zum Prozessrecht,62,26,55,ebook platform
S4210191719,Frühe Bildung,681,1457,1,journal
S4210191740,Rehabilitation und Prävention,970,1215,3,book series
S4210191741,Medizinische Informatik und Statistik,1694,2059,64,book series
S4210191774,Bulletin of the Hegel Society of Great Britain,863,399,1,journal
S4210191828,Environmental Law Review,79,86,3,journal
S4210191830,Lov og Rett,3698,1657,1,journal
S4210191860,Zeitschrift für geistiges Eigentum,518,303,276,journal
S4210191888,Politische Bildungen,179,88,3,book series
S4210191921,Maske und Kothurn,2856,758,2,journal
S4210191922,Zeitschrift für Tierphysiologie Tierernährung und Futtermittelkunde,1590,9162,1,journal
S4210191930,Rechtsethik,30,35,22,book series
S4210191990,법학논총,55,6,1,journal
S4210191992,Philologia Classica,306,141,1,journal
S4210191996,Springers Lehrbücher der Informatik,227,33,3,book series
S4210192003,Rocznik Polsko-Niemiecki,223,57,1,journal
S4210192012,Studia Gdańskie Wizje i rzeczywistość,638,255,1,journal
S4210192052,Schriften zu Kommunikationsfragen,14,6,7,ebook platform
S4210192053,Zeitschrift für öffentliches Recht,812,704,278,journal
S4210192056,Cuadernos de Estudios del Siglo XVIII,779,265,1,journal
S4210192060,Politische Philosophie und Ökonomie,49,48,5,book series
S4210192099,Nachrichtentechnik,304,392,2,book series
S4210192124,Im Focus Onkologie,6803,374,57,journal
S4210192131,Göttinger Schriften zum Medizinrecht,26,39,3,ebook platform
S4210192148,Logistics Journal Proceedings,101,134,1,journal
S4210192151,Proceedings,3304,4198,13,book series
S4210192154,Das Historisch-Politische Buch,2873,274,35,journal
S4210192155,Proceedings of the Japan Academy,2850,18527,1,journal
S4210192189,International Trade by Commodity Statistics,117,77,4,journal
S4210192220,R&E-SOURCE,281,33,2,journal
S4210192237,Journal der Juristischen Zeitgeschichte,646,224,95,journal
S4210192273,The Police Science Journal,418,79,1,journal
S4210192301,Philosophische Schriften,38,31,1,ebook platform
S4210192335,Hansische Geschichtsblätter,146,83,2,journal
S4210192345,Versicherungsforschung,1,2,1,ebook platform
S4210192354,Staats- und völkerrechtliche Abhandlungen der Studiengruppe für Politik und Völkerrecht,11,5,6,ebook platform
S4210192358,Beiträge zum Informationsrecht,28,35,20,ebook platform
S4210192409,"Geistes-, sozial- und kulturwissenschaftlicher Anzeiger",31,2,1,journal
S4210192433,Max Planck Yearbook of United Nations Law,491,4970,4,journal
S4210192530,Pravni vjesnik,384,140,1,journal
S4210192572,Beiträge zur angewandten Wirtschaftsforschung,28,59,1,journal
S4210192588,Amparo,139,17,1,journal
S4210192616,Kościół i Prawo,353,125,1,journal
S4210192622,Die feministische Aufklärung in Europa,35,10,1,book series
S4210192652,Deutsches Verwaltungsblatt,1658,464,651,journal
S4210192653,Wochenblatt für Papierfabrikation,815,46,8,journal
S4210192664,Controlling und Rechnungslegung,44,5,2,book series
S4210192666,Gruppe Interaktion Organisation Zeitschrift für Angewandte Organisationspsychologie (GIO),739,2452,3,journal
S4210192681,Organisationsstudien,66,3,3,journal
S4210192690,Organization & Public Management,50,7,1,book series
S4210192694,Informationsbrief Ausländerrecht,586,11,178,journal
S4210192708,Studia Ethnologica Croatica,610,460,1,journal
S4210192759,Ottoman studies,157,67,1,book series
S4210192788,Korean Association of International Association of Constitutional Law,138,6,1,journal
S4210192790,Advances in solid state physics,277,2306,1,book series
S4210192800,Culture Meida and Entertainment Laws,114,10,3,journal
S4210192821,Credit and Capital Markets – Kredit und Kapital,1708,1340,17,journal
S4210192849,Zeitschrift für philosophische Literatur,235,119,3,journal
S4210192888,Anuario español de derecho internacional/Anuario español de derecho internacional,1131,424,1,journal
S4210193042,Zeitschrift für Kinder- und Jugendpsychiatrie und Psychotherapie,1793,10651,3,journal
S4210193071,Orthopädie & Rheuma,3060,302,102,journal
S4210193107,Ankara Law Review,92,157,4,journal
S4210193157,Cultural animal studies,182,151,1,book series
S4210193163,Handelingen - Koninklijke Zuid- Nederlandse maatschappij voor taal- en letterkunde en geschiedenis,1009,214,2,journal
S4210193193,Neurologie pro praxi,1902,402,1,journal
S4210193202,Springer notes Rechtswissenschaft,138,32,86,book series
S4210193294,Zeitschrift für Friedens- und Konfliktforschung,271,554,10,journal
S4210193335,Zeitschrift für Psychodrama und Soziometrie,994,2069,4,journal
S4210193338,Center for Public Interest & Human Rights Law Chonnam National University,117,4,2,journal
S4210193381,Juristische Blätter,3624,202,2143,journal
S4210193387,Schweizer Archiv für Neurologie und Psychiatrie,1672,2011,3,journal
S4210193401,Journal of Criminal Law,484,130,88,journal
S4210193403,Sport und Gesellschaft,558,1535,5,journal
S4210193424,Primary and Hospital Care Allgemeine Innere Medizin,1470,100,7,journal
S4210193589,Psychotherapie,122,31,3,journal
S4210193692,Wirtschaftspolitische Studien,68,59,2,book series
S4210193746,Frauen in Philosophie und Wissenschaft,155,113,2,book series
S4210193854,Deutsche Entomologische Zeitschrift,3180,8326,2,journal
S4210193950,Edition Politik,3140,749,115,book series
S4210193990,Rechtsfragen der Globalisierung,13,38,4,ebook platform
S4210194045,Soziale Bewegung und Protest,246,5,6,book series
S4210194169,Energie- und Mobilitätssysteme der Zukunft,10,16,1,journal
S4210194185,Schmerz Therapie,65,18,1,journal
S4210194230,Wissenschaftsrecht,523,166,235,journal
S4210194236,Germanistische Mitteilungen,266,126,1,journal
S4210194238,Maandblad Voor Accountancy en Bedrijfseconomie,7285,2605,4,journal
S4210194249,Gesundheitsökonomie & Qualitätsmanagement,1783,1596,24,journal
S4210194274,Historische Anthropologie,1546,2034,4,journal
S4210194309,Inklusion und Bildung in Migrationsgesellschaften,104,193,4,book series
S4210194330,Postcolonial studies,928,255,9,book series
S4210194384,Geschichte im mitteleuropäischen Kontext,90,3,1,book series
S4210194402,Ruch Prawniczy Ekonomiczny i Socjologiczny,1505,1838,1,journal
S4210194405,Edition Centaurus - Perspektiven sozialer Arbeit in Theorie und Praxis,102,15,2,book series
S4210194431,Champ lacanien,682,69,1,journal
S4210194496,Kant-Studien,4670,14110,81,journal
S4210194503,IEEE Expert,710,35656,1,journal
S4210194507,Informationstechnik und Datenverarbeitung,229,125,13,book series
S4210194561,Herausforderungen an das Management,270,420,2,book series
S4210194589,Zeitschrift für Stiftungswesen,443,0,177,journal
S4210194612,Beiträge zur Militärgeschichte. Militärgeschichte kompakt,175,319,5,book series
S4210194626,Pädagogische Rundschau,297,68,3,journal
S4210194694,DOCA - Database of Variables for Content Analysis,112,29,1,journal
S4210194755,Proceedings of the Japan Academy Series A Mathematical Sciences,6673,43702,6,journal
S4210194756,Schriftenreihe der Hochschule Speyer,43,95,19,ebook platform
S4210194837,Fremdsprache Deutsch,788,486,9,journal
S4210194855,PRÁVNĚHISTORICKÉ STUDIE,299,39,2,journal
S4210194858,Sixteenth Century Journal,15565,112136,8,journal
S4210194904,SIL Communications 1953-1996,298,10833,2,journal
S4210194914,The Justice,507,38,1,journal
S4210195018,Zeitschrift für die Notarpraxis,577,6,199,journal
S4210195076,Prawo Kanoniczne,1440,738,19,journal
S4210195090,Zeitschrift für Kristallographie Mineralogie und Petrographie,609,1425,5,journal
S4210195108,Beiträge zur sozialwissenschaftlichen Forschung,1097,2919,54,book series
S4210195281,Sexuelle Gewalt in Kindheit und Jugend: Forschung als Beitrag zur Aufarbeitung,109,106,1,book series
S4210195330,Schriften aus der Fakultät Geistes- und Kulturwissenschaften der Otto-Friedrich-Universität Bamberg,130,39,4,book series
S4210195348,Kompass Onkologie,585,16,1,journal
S4210195418,Zeitschrift für öffentliche und gemeinwirtschaftliche Unternehmen,575,887,23,journal
S4210195487,Fit for Future,128,14,13,book series
S4210195494,Política criminal,430,786,2,journal
S4210195512,Uyuşmazlık Mahkemesi Dergisi,178,284,1,journal
S4210195524,Jahrbuch des öffentlichen Rechts der Gegenwart Neue Folge,565,379,228,journal
S4210195574,Pastoraltheologie,41,4,2,journal
S4210195594,Ingenieur-Archiv,2325,22369,9,journal
S4210195606,Wissen der Künste,99,6,2,book series
S4210195645,"Studium Pflege, Therapie, Gesundheit",79,106,1,book series
S4210195667,ZPTh – Zeitschrift für Politische Theorie,323,328,24,journal
S4210195681,Mitteilungen der Vereinigung Österreichischer Bibliothekarinnen und Bibliothekare,495,425,23,journal
S4210195710,maschinenbau,370,11,4,journal
S4210195733,Geschichtstheorie,41,0,4,ebook platform
S4210195736,Zeitschrift für ausländisches öffentliches Recht und Völkerrecht / Heidelberg Journal of International Law,224,212,29,journal
S4210195738,Reihe Rechtswissenschaft,252,198,117,book series
S4210195760,Communications,1708,12156,5,journal
S4210195771,Deutsche Heilpraktiker-Zeitschrift,2533,206,25,journal
S4210195807,Sources in the history of mathematics and physical sciences,167,931,1,book series
S4210195811,Jahrbuch für Recht und Ethik / Annual Review of Law and Ethics,84,29,21,journal
S4210195820,GIORNALE DI DIRITTO DEL LAVORO E DI RELAZIONI INDUSTRIALI,782,975,1,journal
S4210195837,ASVIDE,4334,1031,2,journal
S4210195851,Archiv für Mikroskopische Anatomie,2277,42494,4,journal
S4210195905,ATZagenda,55,158,4,journal
S4210195951,working office,1317,82,21,journal
S4210195983,Betriebswirtschaftliche Forschung zur Unternehmensführung,217,219,2,book series
S4210196030,Medycyna Nowożytna,169,62,1,journal
S4210196053,Man,11484,414040,1,journal
S4210196059,Die Philosophin,1593,5032,6,journal
S4210196133,Graeco-Latina Brunensia,331,163,1,journal
S4210196136,Immissionsschutz digital/Immissionsschutz,473,77,47,journal
S4210196178,Sächsische Heimatblätter,553,44,10,journal
S4210196180,Münsterische Beiträge zur Rechtswissenschaft,37,33,21,ebook platform
S4210196191,Polonia Sacra,529,184,1,journal
S4210196202,South African Journal of Sociology,747,1195,1,journal
S4210196227,Recht und Politik,1132,461,421,journal
S4210196246,Jahrbuch Migration und Gesellschaft,52,2,1,book series
S4210196247,Science studies,2542,1252,70,book series
S4210196255,Think! Historically: teaching history and the dialogue of disciplines,60,12,1,journal
S4210196323,Media in action,152,8,1,book series
S4210196347,Erfolgskonzepte Praxis- & Krankenhaus-Management,101,33,2,book series
S4210196366,Bibliothek der Mediengestaltung,212,77,17,book series
S4210196388,Sales Excellence,1673,192,67,journal
S4210196395,Literaturwissenschaftliches Jahrbuch,364,89,5,journal
S4210196400,Linguistik in Empirie und Theorie,116,13,3,book series
S4210196470,Politisches Denken Jahrbuch,69,59,2,journal
S4210196477,POLIS,279,198,13,journal
S4210196506,Tijdschrift van de Vereniging voor Nederlandse Muziekgeschiedenis,355,761,1,journal
S4210196565,Sozialtheorie,4866,5713,78,book series
S4210196575,Beiträge zum Vergaberecht,3,2,2,ebook platform
S4210196605,Forschung und Praxis an der FHWien der WKW,204,127,4,book series
S4210196620,Heidelberger Arbeitsbücher,102,34,11,book series
S4210196694,Informationes theologiae Europa,14,35,2,journal
S4210196754,Zeitschrift für Sexualforschung,868,2593,15,journal
S4210196829,Praxis der Erhaltung von Bauten,24,18,4,book series
S4210196847,Schweizerisches Jahrbuch für Entwicklungspolitik,682,147,24,journal
S4210196869,Netherlands Yearbook for History of Art / Nederlands Kunsthistorisch Jaarboek Online,914,898,4,journal
S4210196902,Der Deutsche Dermatologe,3529,119,197,journal
S4210196933,Zeitschrift für Vergleichende Politikwissenschaft,581,3218,18,journal
S4210196953,Media Spectrum,703,89,15,journal
S4210196997,XVIII.ch,154,22,16,journal
S4210197085,Steuer- und RechtsBrief Touristik/SRTour digital,1533,1,333,journal
S4210197092,Archiwum Emigracji,413,90,1,journal
S4210197119,Cercle Linguistique de Copenhague,96,635,1,journal
S4210197123,Psychologie und Gesellschaft,172,305,2,book series
S4210197135,Krakowskie Studia z Historii Państwa i Prawa,489,204,1,journal
S4210197149,Veröffentlichungen der Arbeitsgemeinschaft Donauforschung,179,316,1,journal
S4210197152,Berichte des German Chapter of the ACM,667,4254,11,book series
S4210197160,Korea Association Of Real Estate Law,150,12,1,journal
S4210197185,Schriftenreihe des Wissenschaftlichen Instituts für Kommunikationsdienste,70,57,3,book series
S4210197228,(Re-)konstruktionen - internationale und globale Studien,114,12,1,book series
S4210197436,Vierteljahrshefte zur Wirtschaftsforschung,1106,3902,17,journal
S4210197457,Acatech-Studie,47,275,4,book series
S4210197528,Feministisches Forum,34,16,1,book series
S4210197545,Zeitschrift für Lebensrecht,605,35,53,journal
S4210197562,MSK – Muskuloskelettale Physiotherapie,311,33,1,journal
S4210197584,Berichte aus dem Institut für Umfortechnik Universität Stuttgart,687,537,7,book series
S4210197589,Information - Wissenschaft & Praxis,886,655,28,journal
S4210197671,Finanz-Rundschau Ertragsteuerrecht,2655,314,683,journal
S4210197684,Open Journal of Legal Science,4320,79,31,journal
S4210197733,Convivium Germanistisches Jahrbuch Polen,280,103,2,journal
S4210197777,Zeitschrift des Verbandes Polnischer Germanisten,80,31,1,journal
S4210197779,Zeitschrift für das gesamte Genossenschaftswesen,2957,1755,107,journal
S4210197806,Utrecht studies in medieval literacy,964,2429,1,book series
S4210197866,Studia Germanica Posnaniensia,462,134,1,journal
S4210197902,Die Personalvertretung/Personalvertretung digital,2168,24,1040,journal
S4210197913,ZCG digital/Zeitschrift für Corporate Governance,908,223,103,journal
S4210197948,Rechtsphilosophie,439,98,175,journal
S4210197994,Studien zur Popularmusik,633,38,4,book series
S4210198002,Revista de la Facultad de Derecho y Ciencias Políticas,1226,626,1,journal
S4210198042,Springer Reference Psychologie,317,551,24,book series
S4210198114,Edition Forschung und Entwicklung in der Strafrechtspflege,176,500,24,book series
S4210198176,Organisationskompetenz Zukunftsfähigkeit,58,24,4,book series
S4210198272,Boston Medical and Surgical Journal,64312,27428,7,journal
S4210198291,Revista da Faculdade de Direito Universidade de São Paulo,2613,3578,4,journal
S4210198336,Zeitschrift für Arbeitsrecht,335,21,100,journal
S4210198340,Journal of the International Folk Music Council,2166,2036,1,journal
S4210198351,Jahrbuch der Raabe-Gesellschaft,913,340,4,journal
S4210198458,Military Affairs,4573,37820,1,journal
S4210198479,Jurisprudencija,1800,412,38,journal
S4210198490,Tijdschrift der Vereeniging voor Noord-Nederlands Muziekgeschiedenis,276,119,1,journal
S4210198539,"MPI studies on intellectual property, competition and tax law",57,108,19,book series
S4210198552,Lege artis - Das Magazin zur ärztlichen Weiterbildung,385,110,1,journal
S4210198585,Примењена лингвистика,110,17,1,journal
S4210198709,Nemzetbiztonsági Szemle,234,59,1,journal
S4210198786,Advocatenblad,2234,270,26,journal
S4210198903,Studien zur Migrations- und Integrationspolitik,151,72,5,book series
S4210198928,Light Engineering für die Praxis,211,86,4,book series
S4210198930,Politik gestalten,71,87,3,book series
S4210199010,aw&I Report,15,10,2,journal
S4210199021,Sozialstruktuanalyse,69,37,1,book series
S4210199038,Kompetenzmanagement in Organisationen,116,194,1,book series
S4210199208,Zeitschrift für Unternehmens- und Gesellschaftsrecht,1928,1834,661,journal
S4210199324,Zeitschrift für Flüchtlingsforschung,175,419,20,journal
S4210199325,Digilit,58,67,2,book series
S4210199348,Mélanges de l Université Saint-Joseph,879,313,1,journal
S4210199355,The Journal of Eurasian Studies,486,215,2,journal
S4210199369,ZEP – Zeitschrift für internationale Bildungsforschung und Entwicklungspädagogik,368,270,2,journal
S4210199370,kma - Klinik Management aktuell,9877,1395,248,journal
S4210199391,Europa - Politik - Gesellschaft,41,35,8,book series
S4210199403,API Magazin,167,15,12,journal
S4210199404,Histoire,3461,435,117,book series
S4210199422,Die Sozialgerichtsbarkeit,2089,140,428,journal
S4210199447,Recherches germaniques,778,314,1,journal
S4210199474,Jahrbuch der Hafenbautechnischen Gesellschaft,342,201,4,book series
S4210199475,Studien über Wirtschafts- und Systemvergleiche,192,70,9,book series
S4210199484,Swiss Medical Forum ‒ Schweizerisches Medizin-Forum,7556,2069,26,journal
S4210199488,Petro Jurnal Ilmiah Teknik Perminyakan,252,100,1,journal
S4210199547,Pošta Telekomunikácie a Elektronický obchod,432,94,1,journal
S4210199594,Canadian Journal of Corrections,641,1830,1,journal
S4210199596,Österreichische Zeitschrift für öffentliches Recht und Völkerrecht. Supplementum,85,304,7,book series
S4210199650,Zeitschrift für das gesamte Insolvenzrecht,7,0,5,journal
S4210199756,Korean Journal of Legal Philosophy,777,37,30,journal
S4210199816,Korean Law Review for Rehabilitation and Bankruptcy,76,1,2,journal
S4210199847,Wiadomości Matematyczne,1512,403,1,journal
S4210199851,Perspektiven der Philosophie,541,337,9,journal
S4210199905,Care - Forschung und Praxis,155,7,7,ebook platform
S4210199995,Zeitschrift für Rechtssoziologie,958,2569,323,journal
S4210200016,과학기술법연구,566,111,16,journal
